Time, P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), Rho (slugs/ft^3), Absolute Viscosity, Kinematic Viscosity, Temperature (R), P_{SL} (psf), P_{Ambient} (psf), Turbulence Magnitude (ft/sec), Turbulence X Direction (rad), Turbulence Y Direction (rad), Turbulence Z Direction (rad), Wind V_{North} (ft/s), Wind V_{East} (ft/s), Wind V_{Down} (ft/s), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), ECEF X (ft), ECEF Y (ft), ECEF Z (ft), EPA (deg), Distance AGL (ft), Terrain Radius (ft), navigation/actual-heading-rad, systems/mixture-pos-norm, guidance/delta-lat-rad, guidance/delta-lon-rad, guidance/heading-to-waypoint-rad, guidance/wp-distance-a, guidance/wp-distance, guidance/heading-to-waypoint-positive, guidance/wp-heading-rad, guidance/wp-heading-deg, guidance/selected_target_heading, guidance/x1, guidance/y1, guidance/x2, guidance/y2, guidance/angle-to-heading-rad, guidance/x1y2, guidance/x2y1, guidance/angle-to-heading-sense, ap/roll-control-autopilot-on, ap/roll-autopilot-windup-trigger, ap/limited-roll-angle-rad, ap/roll-attitude-selector, ap/limited-roll-angle-error, ap/roll-rate-pid-control, ap/total-limited-roll-rate, ap/roll-rate-saturation, ap/limited-roll-rate-error, ap/roll-command-pid-control, ap/roll-cmd-smoother, ap/roll-cmd-norm-output, ap/roll-command-selector-steering, fcs/attitude/sensor/phi-rad, fcs/wing-leveler-ap-on-off, fcs/roll-ap-error-pid, fcs/roll-ap-autoswitch, fcs/heading-true-degrees, fcs/heading-error, fcs/heading-error-bias-switch, fcs/heading-corrected, fcs/heading-command, fcs/heading-roll-error-lag, fcs/heading-roll-error, fcs/heading-roll-error-switch, fcs/heading-pi-controller, fcs/roll-command-selector, fcs/altitude-error, fcs/alt-error-lag, fcs/hdot-command, fcs/hdot-error, fcs/ap-alt-hold-switch, fcs/windup-trigger, fcs/altitude-hold-pid, fcs/elevator, fcs/pitch-trim-sum, fcs/elevator-control, fcs/elevator-actuator, fcs/roll-trim-sum, fcs/left-aileron-control, fcs/left-aileron-actuator, fcs/right-aileron-control, fcs/right-aileron-actuator, fcs/effective-aileron-pos, fcs/yaw-trim-sum, fcs/rudder-control, fcs/flaps-control, fcs/flap-position-normalizer, IO320 Power Available (engine 0 in HP), IO320 HP (engine 0), IO320 equivalent ratio (engine 0), IO320 MAP (engine 0 in inHg), Simulated Clark Y Airfoil McCauley 7570 Propeller Torque (engine 0), Simulated Clark Y Airfoil McCauley 7570 Propeller PFactor Pitch (engine 0), Simulated Clark Y Airfoil McCauley 7570 Propeller PFactor Yaw (engine 0), Simulated Clark Y Airfoil McCauley 7570 Propeller Thrust (engine 0 in lbs), Simulated Clark Y Airfoil McCauley 7570 Propeller RPM (engine 0), steer-cmd-norm
0.9910000199, -0.1018143050751470, 0.5172426288723777, -0.0137134652840673, -1.8934081509190952, -2.8502623775129270, 0.0463198922026460, 5.750004858e-007, 685.576058, 0.0219938357967, 1525.94838682, -0.0021085120067525, -0.0218747440057194, 0.0008823632202929, -0.0021085120067525, -0.0218747440057194, 0.0008823632202929, -0.0085205028253581, 0.0256015279178616, 0.0327779563369818, 0.002377367113, 3.737125382e-007, 0.0001571959729, 518.6542323, 2116.22, 2115.88208, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.4207111932337, 4.4207111224532, -0.0646990893642398, 0.0521446184311547, 199.9983595264592400, 0, 0, -2.1861317720402e-009, 4.4697472201965e-009, 20925654.4207111930000000, 0.0016324480734492, -0.0007984224663640, 0.0042073207734289, 4.4207111224532, 20925650, 3.49363373, 0.999471932, 3.11665208e-011, -5.83967388e-011, -1.08055116, 1.09538282e-021, 0.00139958761, 5.20244885, 5.20244884, 298.100319, 5.20244884, -0.938670877, -0.34481442, 0.470678708, -0.882304683, 1.70881512, 0.828193724, -0.162296802, 1, 0, 1, 0.523000002, 0, 0.00110790029, 0.0331943725, 0.34799999, 0, 0.0341972224, 0.0854930561, 0.0857029265, 0, 0, 0, -1, -0.0481468743, 0, 200.013313, -200.013306, 360, 30, 0.5235, 0.234394778, 0.235502675, 0, 0, 0, -4.42149162, -5.07089652, -0.608283401, -0.543498933, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30021, 26.2944, 0, 0, 0, 0, 0, 0
1.179000021, 0.0172280246905684, 0.0837949126798289, -0.0098450292630227, -2.8700806368738756, 1.5997380238890033, 0.0228029961910212, 4.462773387e-006, 1909.958602, 0.0612730205103, 1525.92256627, -0.0140888755280769, 0.0062805833628619, -0.0592995860140322, -0.0140888755280769, 0.0062805833628619, -0.0592995860140322, 0.0141498390750324, -0.0002198141930608, -0.0601049233554965, 0.002377367113, 3.737125382e-007, 0.0001571959729, 518.6542362, 2116.22, 2115.88208, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.4212354496121, 4.4212356731296, -0.0599746054451423, 0.0955436632699610, 199.9960185041543400, -103.36499786377, 5.8832426071167, 4.3784653044835e-010, 8.6999489585975e-009, 20925654.4212354500000000, 0.0031774089713064, 0.0001599109949406, 0.0050053329379744, 4.4212356731296, 20925650, 3.49359224, 0.999471932, 4.49529866e-012, -1.51493956e-010, -1.54113191, 5.74265657e-021, 0.00320459809, 4.74186815, 4.74186802, 271.709037, 4.74186802, -0.938685181, -0.344775479, 0.0294747693, -0.999565525, 1.24827577, 0.938277364, -0.0101621775, 1, 0, 1, 0.523000002, 0, 0.00107533555, 0.0317798233, 0.34799999, 0, 0.0300981812, 0.075245453, 0.078462484, 0, 0, 0, -1, 0.0278745435, 0, 200.010935, -200.010941, 360, 30, 0.5235, 0.248494572, 0.249569908, 0, 0, 0, -4.42037487, -5.00907004, -0.600866973, -0.631372809, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30021, 26.6404, 0, -0, 0, 0, 0, 0
1.624000031, 0.0289151631028949, 0.3143574331409309, -0.0086960066427134, -3.4840992607399359, -23.6080164227486260, 0.0704157358926685, 0.0002593379943, 14559.77322, 0.467089329818, 1525.92313215, -0.0527989053378490, 0.0129380879366797, 0.4639152115483353, -0.0527989053378490, 0.0129380879366797, 0.4639152115483353, 0.0496739466890987, 0.0001784689175560, 0.7153936591158784, 0.002377367113, 3.737125382e-007, 0.0001571959729, 518.6542195, 2116.22, 2115.88208, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.4149134792387, 4.41491336748, -0.0301522560558249, 0.2856482330622527, 199.9913837813950300, 96.492980957031, 1.5872610807419, 3.0677200577452e-008, 4.1638699804699e-009, 20925654.4149134790000000, 0.0015207351089373, 0.0112039751915542, 0.0068478636872591, 4.41491336748, 20925650, 3.49351118, 0.999471932, -5.00371633e-010, -7.35444761e-011, -2.99565784, 6.39451391e-020, 0.010693525, 3.28734208, 3.28734207, 188.364701, 3.28734207, -0.938713126, -0.344699386, -0.989397343, -0.145233943, 0.206168976, 0.136333004, 0.341044664, -1, 0, 1, -0.206168979, 0, 0.000570713659, 0.0172977147, 0.34799999, 0, 0.0151945073, 0.0379862683, 0.0387458725, 0, 0, 0, -1, -0.0585075258, 0, 200.006291, -200.006287, 360, 30, 0.5235, 0.261906713, 0.262477428, 0, 0, 0, -4.42507124, -4.95319791, -0.59416455, 0.0448249578, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30021, 26.9534, 0, 0, 0, 0, 0, 0
1.813000031, 0.0023259266958207, 0.3832976956840108, -0.0060700570721908, 3.6676369900234631, 16.8839620970490460, -0.0232984253842507, 0.0001775295295, 12046.38925, 0.386457791158, 1525.94946423, -0.0711088498880422, -0.0015714032789378, -0.3798561392237223, -0.0711088498880422, -0.0015714032789378, -0.3798561392237223, 0.0663145625202874, 0.0266308173485134, -0.3844552957879822, 0.002377368277, 3.737125667e-007, 0.0001571959147, 518.6542998, 2116.22, 2115.883301, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.4060538485646, 4.4060538038611, -0.0244708999041101, 0.3389520523815499, 199.9902163373873000, -100.60301971436, -0.232975050807, 5.8351450051484e-008, 1.4433076281328e-008, 20925654.4060538490000000, 0.0052712706988069, 0.0213112078737641, 0.0076291635601765, 4.4060538038611, 20925650, 3.49348901, 0.999472509, -9.78257808e-010, -2.3568017e-010, -2.9051796, 2.53133372e-019, 0.0212760903, 3.3778205, 3.37782049, 193.549114, 3.37782049, -0.938720769, -0.344678572, -0.972227715, -0.2340369, 0.115668601, 0.2196953, 0.335106075, -1, 0, 1, -0.115668602, 0, 0.000407298328, 0.0123886848, 0.34799999, 0, 0.0137392273, 0.0343480683, 0.0320957521, 0, 0, 0, -1, -0.0492198522, 0, 200.00502, -200.00502, 360, 30, 0.5235, 0.274664737, 0.275072038, 0, 0, 0, -4.40256023, -4.90189968, -0.588012159, -0.741029143, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30021, 27.2365, 0, -0, -0, 0, 0, 0
1.991000033, -0.0463018214723288, 0.9615261302309555, -0.0026328221121107, -2.2620613644277658, -19.2260561986406170, 0.0158483210769148, 0.0003242816193, 16281.06454, 0.522309509203, 1525.96075551, -0.1038098141183909, -0.0055378282674954, 0.5118594322223046, -0.1038098141183909, -0.0055378282674954, 0.5118594322223046, 0.0863922798180471, 0.0378801813337660, 0.5213389753699641, 0.002377368277, 3.737125382e-007, 0.0001571959001, 518.6542856, 2116.22, 2115.883301, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.4007228948176, 4.4007227011025, -0.0267980074418189, 0.5081218205927979, 199.9893052852247900, 101.46461486816, -0.60749447345734, 9.6189298767995e-008, 2.9781567517175e-008, 20925654.4007228950000000, 0.0108768706766224, 0.0351304061672071, 0.0083812169169081, 4.4007227011025, 20925650, 3.49347256, 0.999472509, -1.61718783e-009, -4.92728025e-010, -2.845846, 7.14519337e-019, 0.0357457288, 3.43715406, 3.43715405, 196.948927, 3.43715405, -0.938726439, -0.344663129, -0.95663877, -0.291276954, 0.0563187835, 0.273429364, 0.329718113, -1, 0, 1, -0.0563187823, 0, 0.000468999206, 0.0140653581, 0.34799999, 0, 0.0139854383, 0.0349635957, 0.0350493387, 0, 0, 0, -1, -0.0226648836, 0, 200.004077, -200.004074, 360, 30, 0.5235, 0.286800547, 0.287269533, 0, 0, 0, -4.40653038, -4.85448938, -0.582324803, -0.329306394, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30021, 27.4926, 0, 0, -0, 0, 0, 0
2.185000033, 0.5234329604321966, 2.0243544306954715, -0.0023192992346837, 5.2330994685271843, 20.7068425248261580, -0.0148879382802965, 0.00194779443, 39901.87119, 1.28008307611, 1525.97286403, -0.1221427883545273, 0.0015333688450367, -1.2742415272564187, -0.1221427883545273, 0.0015333688450367, -1.2742415272564187, 0.1308224104189152, 0.0499376768831658, -0.6518295189234049, 0.00237737014, 3.737126235e-007, 0.0001571958128, 518.654398, 2116.22, 2115.885498, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.4051084928215, 4.4051084071398, -0.0396360062743482, 0.5221485142888250, 199.9889177198020000, -95.475372314453, 0.06863272190094, 1.7473046360209e-007, 6.097677428042e-008, 20925654.4051084930000000, 0.0222700328947504, 0.0638153332650645, 0.0094382696872937, 4.4051084071398, 20925650, 3.4934654, 0.999473547, -2.59203636e-009, -8.88677021e-010, -2.8113026, 1.87709987e-018, 0.0579376444, 3.47169734, 3.47169733, 198.928257, 3.47169733, -0.938728904, -0.344656414, -0.946008419, -0.324142055, 0.0217686848, 0.304281503, 0.326047868, -1, 0, 1, -0.0217686854, 0, 0.000575969578, 0.0175714248, 0.34799999, 0, 0.0191004332, 0.047751083, 0.0450301433, 0, 0, 0, -1, -0.0784958547, 0, 200.003668, -200.003662, 360, 30, 0.5235, 0.298344488, 0.298920453, 0, 0, 0, -4.3750124, -4.81058866, -0.577060163, -0.738636255, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30021, 27.7241, 0, -0, -0, 0, 0, 0
2.558000029, -0.0124074496034447, -4.5880075947341625, 0.0117655242347944, 0.0035586982170028, -0.7217672039654473, 0.0002623446540023, 1.520161763e-006, 1114.71905, 0.0357613094173, 1525.93578486, 0.0249267898253310, -0.0231825130267678, -0.0109589000364591, 0.0249267898253310, -0.0231825130267678, -0.0109589000364591, -0.0322894954286605, 0.0129108197152692, -0.4611213068942789, 0.002377349185, 3.737119982e-007, 0.0001571969333, 518.6532978, 2116.22, 2115.862305, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.6933695860207, 4.693369589746, 0.0561131103189723, 0.2133739859428994, 199.9889411620342500, 0, 0, 2.420081074059e-007, 8.963307386839e-008, 20925654.6933695860000000, 0.0327359319111324, 0.0883865808017914, 0.010746006882685, 4.693369589746, 20925650, 3.49346373, 0.999462591, -4.24565716e-009, -1.55583679e-009, -2.7903356, 5.11155805e-018, 0.0956078991, 3.49266434, 3.49266434, 200.129667, 3.49266434, -0.93872948, -0.344654848, -0.939004696, -0.343904321, 0.000772040464, 0.322833121, 0.323632509, -1, 0, 1, -0.000772040454, 0, -0.000982383615, -0.0294326065, 0.34799999, 0, -0.0292157885, -0.0730394712, -0.0732951819, 0, 0, 0, -1, 0.0425058467, 0, 200.003572, -200.003571, 360, 30, 0.5235, 0.309325426, 0.308343053, 0, 0, 0, -4.68353844, -4.78467393, -0.57393676, -1.5172658, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30022, 27.9336, 0, -0, -0, 0, 0, 0
2.747000032, -0.2050891718522480, -10.2831591424495010, 0.0558947984211668, -0.0314112978828848, 1.5671989767818928, 0.0087657468670407, 0.02479572774, 142366.9412, 4.56726931009, 1525.91398591, 0.0449577346738233, -0.0084037679664101, -4.5670403030486630, 0.0449577346738233, -0.0084037679664101, -4.5670403030486630, -0.0667600920113785, -0.0174906812368505, -5.1453589806323317, 0.002377352677, 3.737121119e-007, 0.0001571967441, 518.6534912, 2116.22, 2115.866211, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.7249853052199, 4.7249854579568, 0.0308821821601637, -0.5908515650580398, 199.9951164013391700, -89.436004638672, -0.10542419552803, 2.2766066200407e-007, 9.4421708326077e-008, 20925654.7249853050000000, 0.0344848445553014, 0.0831465844004337, 0.011552375204718, 4.7249854579568, 20925650, 3.49355696, 0.999464436, -4.01563005e-009, -1.65709857e-009, -2.7502185, 4.71781511e-018, 0.0918517858, 3.53278161, 3.5327816, 202.428386, 3.5327816, -0.938697346, -0.344742356, -0.924456382, -0.381287814, 0.0392249046, 0.357913852, 0.31869927, 1, 0, 1, 0.039224904, 0, -0.00060150848, -0.0168518657, 0.34799999, 0, -0.0132396258, -0.0330990646, -0.041250942, 0, 0, 0, -1, -0.172800658, 0, 200.008914, -200.008911, 360, 30, 0.5235, 0.319770818, 0.319169313, 0, 0, 0, -4.62929344, -4.76935245, -0.572101533, -6.05918932, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30022, 28.123, 0, -0, -0, 0, 0, 0
2.923000032, -0.2013184457246232, -10.6628138921196140, 0.0554187712929074, 0.0107840833030995, -3.4564927028569765, 0.0017770629749734, 0.00113526927, 30462.6813, 0.977283980014, 1525.89470753, 0.1357138814455655, -0.0053140789573051, 0.9678003309254424, 0.1357138814455655, -0.0053140789573051, 0.9678003309254424, -0.0929584325190634, -0.0282114641016845, 0.4951438497706190, 0.002377318218, 3.737111456e-007, 0.0001571986213, 518.6517427, 2116.22, 2115.828369, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 5.1157569922507, 5.1157571896911, -0.0043718273806671, -2.3792808536229040, 200.0042569781171600, 82.017509460449, -0.31155303120613, 1.8146802408933e-007, 8.0440674273362e-008, 20925655.1157569920000000, 0.0293786698972128, 0.0662760378972267, 0.012275182037482, 5.1157571896911, 20925650, 3.49371813, 0.999446561, -3.23474381e-009, -1.4244832e-009, -2.72677608, 3.12318005e-018, 0.0747335553, 3.55622388, 3.55622387, 203.771628, 3.55622387, -0.938641772, -0.344893642, -0.915264948, -0.402852422, 0.0625063603, 0.378134102, 0.31566906, 1, 0, 1, 0.0625063628, 0, 2.28712743e-005, 0.00132479802, 0.34799999, 0, 0.00484440383, 0.0121110096, 0.0073337654, 0, 0, 0, -1, -0.109715728, 0, 200.018149, -200.018143, 360, 30, 0.5235, 0.329706784, 0.329729646, 0, 0, 0, -5.11960363, -4.78786209, -0.574298382, -0.556582868, 0, 0, 0, -0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30025, 28.2943, 0, 0, -0, 0, 0, 0
3.107000033, -0.3344956895181728, 24.8368455436694650, -0.0566281581455017, -2.2862558951742868, 297.5482282020527700, -0.3362695443668903, 0.01824907189, 122135.2753, 3.91821788011, 1525.88034463, 0.3626879350048509, -0.0236246711153206, 3.9013242229654290, 0.3626879350048509, -0.0236246711153206, 3.9013242229654290, -0.1868150882122850, -0.0474469735049967, 3.8984047445480501, 0.002377352677, 3.737121119e-007, 0.0001571967441, 518.6534834, 2116.22, 2115.866211, 0, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 0.0000000000000000, 4.5727987885475, 4.572798948735, -0.0468271569307316, -2.5280600024603985, 200.0076005035803300, 84.688743591309, -0.34546372294426, 1.2454856096577e-007, 6.3702824889718e-008, 20925654.5727987890000000, 0.0232656455493533, 0.0454878206441895, 0.013043947689732, 4.572798948735, 20925650, 3.49381063, 0.999464436, -2.30719066e-009, -1.14671961e-009, -2.68033199, 1.65952366e-018, 0.0544764586, 3.60266805, 3.60266805, 206.432879, 3.60266805, -0.938609863, -0.344980471, -0.895574561, -0.444911459, 0.108857222, 0.417598277, 0.308955729, 1, 0, 1, 0.108857222, 0, 0.000734818343, 0.0229753399, 0.34799999, 0, 0.0281616319, 0.0704040797, 0.0622070213, 0, 0, 0, -1, -0.194975153, 0, 200.023449, -200.023453, 360, 30, 0.5235, 0.339158169, 0.339892983, 0, 0, 0, -4.63146782, -4.80229146, -0.576052547, 3.34805918, 0, 0, 0, -0, -0.0555725098, -0.0271527283, 0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -825, -1.5, 1.30022, 28.4492, 0, 0, -0, 0, 0, 0
